BackupID,Label,Date,Path,RestoreDate,Version,Creator,CreationDate,LastModifier,LastModificationDate,Filename,ServerName,IsOk,IsPasswordProtected,Password,IsAutomatic,IsCompressed
98,نسخه پشتيبان تاريخ 1403/08/09 ساعت 01:15 ب.ظ,2024-10-30 13:16:06.263000,D:\BACK UP ARIA TARAZ,,1,1,2024-10-30 13:16:06,1,2024-10-30 13:16:06,Backup_Sepidar08_Ver6.0.0_14030809_1315.bak,.,True,False,,,False
99,نسخه پشتيبان تاريخ 1403/10/10 ساعت 02:15 ب.ظ,2024-12-30 14:15:54.283000,D:\BACK UP ARIA TARAZ,,1,1,2024-12-30 14:15:54,1,2024-12-30 14:15:54,Backup_Sepidar09_Ver6.0.1_14031010_1415_DB2019.bak,.,True,False,,,False
100,نسخه پشتيبان تاريخ 1403/10/12 ساعت 09:57 ق.ظ,2025-01-01 09:57:15.990000,D:\BACK UP ARIA TARAZ,,1,1,2025-01-01 09:57:16,1,2025-01-01 09:57:16,Backup_Sepidar09_Ver6.0.1_14031012_0957_DB2019.bak,.,True,False,,,False
101,نسخه پشتيبان تاريخ 1403/12/23 ساعت 09:51 ق.ظ,2025-03-13 09:52:10.293000,D:\BACK UP ARIA TARAZ,,1,1,2025-03-13 09:52:10,1,2025-03-13 09:52:10,Backup_Sepidar08_Ver6.0.5_14031223_0951_DB2019.bak,.,True,False,,,False
102,نسخه پشتيبان تاريخ 1403/12/23 ساعت 09:56 ق.ظ,2025-03-13 09:56:18.100000,D:\BACK UP ARIA TARAZ,,1,1,2025-03-13 09:56:18,1,2025-03-13 09:56:18,Backup_Sepidar08_Ver6.0.5_14031223_0956_DB2019.bak,.,True,False,,,False
103,نسخه پشتيبان تاريخ 1403/12/23 ساعت 09:59 ق.ظ,2025-03-13 09:59:15.647000,D:\BACK UP ARIA TARAZ,,1,1,2025-03-13 09:59:15,1,2025-03-13 09:59:15,Backup_Sepidar08_Ver6.0.5_14031223_0959_DB2019.bak,.,True,False,,,False
104,نسخه پشتيبان تاريخ 1404/02/07 ساعت 04:58 ب.ظ,2025-04-27 16:58:11.407000,D:\BACK UP ARIA TARAZ,,1,1,2025-04-27 16:58:11,1,2025-04-27 16:58:11,Backup_Sepidar08_Ver6.0.6_14040207_1658_DB2019.bak,.,True,False,,,False
105,نسخه پشتيبان تاريخ 1404/02/31 ساعت 09:34 ق.ظ,2025-05-21 09:34:20.307000,D:\BACK UP ARIA TARAZ,,1,1,2025-05-21 09:34:20,1,2025-05-21 09:34:20,Backup_Sepidar09_Ver6.0.7_14040231_0934_DB2019.bak,.,True,False,,,False
106,نسخه پشتيبان تاريخ 1404/03/19 ساعت 12:17 ب.ظ,2025-06-09 12:18:05.853000,D:\BACK UP ARIA TARAZ,,1,1,2025-06-09 12:18:05,1,2025-06-09 12:18:05,Backup_Sepidar10_Ver6.0.8_14040319_1217_DB2019.bak,.,True,False,,,False
107,نسخه پشتيبان تاريخ 1404/04/26 ساعت 09:46 ق.ظ,2025-07-17 09:46:57.053000,D:\BACK UP ARIA TARAZ,,1,1,2025-07-17 09:46:57,1,2025-07-17 09:46:57,Backup_Sepidar10_Ver6.1.0_14040426_0946_DB2019.bak,.,True,False,,,False
108,نسخه پشتيبان خودكار تاريخ 30/06/1404 ساعت 03:08 ب.ظ,2025-09-21 15:08:34.287000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-21 15:08:24,1,2025-09-21 15:08:34,AutomaticBackup_Sepidar11_Ver6.1.2_14040630_1508_DB2019.bak,.,False,False,,,False
110,نسخه پشتيبان خودكار تاريخ 09/21/2025 ساعت 04:15 ب.ظ,2025-09-21 16:16:01.467000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-21 16:16:21,1,2025-09-21 16:16:24,AutomaticBackup_Sepidar11_Ver6.1.2_14040630_1616_DB2019.bak,192.168.1.107,False,False,,,False
111,نسخه پشتيبان خودكار تاريخ 30/06/1404 ساعت 05:22 ب.ظ,2025-09-21 17:22:23.507000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-21 17:22:32,1,2025-09-21 17:22:36,AutomaticBackup_Sepidar11_Ver6.1.2_14040630_1722_DB2019.bak,192.168.1.107,False,False,,,False
113,نسخه پشتيبان خودكار تاريخ 09/22/2025 ساعت 11:13 ق.ظ,2025-09-22 11:13:30.423000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-22 11:13:42,1,2025-09-22 11:13:52,AutomaticBackup_Sepidar11_Ver6.1.2_14040631_1113_DB2019.bak,192.168.1.107,False,False,,,False
114,نسخه پشتيبان خودكار تاريخ 09/22/2025 ساعت 12:20 ب.ظ,2025-09-22 12:20:58.027000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-22 12:21:16,1,2025-09-22 12:21:19,AutomaticBackup_Sepidar11_Ver6.1.2_14040631_1221_DB2019.bak,192.168.1.107,False,False,,,False
115,نسخه پشتيبان خودكار تاريخ 09/22/2025 ساعت 01:30 ب.ظ,2025-09-22 13:30:57.510000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2025-09-22 13:31:15,1,2025-09-22 13:31:19,AutomaticBackup_Sepidar11_Ver6.1.2_14040631_1331_DB2019.bak,192.168.1.107,False,False,,,False
116,نسخه پشتيبان تاريخ 1404/06/31 ساعت 02:11 ب.ظ,2025-09-22 14:34:50.523000,E:\back p,,1,1,2025-09-22 14:34:50,1,2025-09-22 14:34:50,Backup_Sepidar11_Ver6.1.2_14040631_1411_DB2019.bak,.,True,False,,,False
117,نسخه پشتيبان تاريخ 1404/07/01 ساعت 11:25 ق.ظ,2025-09-23 11:25:38.217000,E:\ARIA TARAZ FARDAD\sepidarbackup1,,1,1,2025-09-23 11:25:38,1,2025-09-23 11:25:38,Backup_Sepidar01_Ver6.1.2_14040701_1125_DB2019.bak,.,True,False,,,False
118,نسخه پشتيبان خودكار تاريخ 1404/07/01 ساعت 11:27 ق.ظ,2025-09-23 11:27:22.957000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2025-09-23 11:27:23,1,2025-09-23 11:27:23,AutomaticBackup_Sepidar01_Ver6.1.2_14040701_1127_DB2019.bak,.,True,False,,,False
123,نسخه پشتيبان تاريخ 1404/11/13 ساعت 02:21 ب.ظ,2026-02-02 14:21:56.110000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-02 14:23:44,1,2026-02-02 14:23:44,Backup_Sepidar01_Ver6.1.2_14041113_1421_DB2019.bak,172.20.20.5,True,False,,,False
124,نسخه پشتيبان خودكار تاريخ 1404/11/15 ساعت 03:59 عـصـر,2026-02-04 15:59:18.613000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-04 16:01:13,1,2026-02-04 16:01:13,AutomaticBackup_Sepidar01_Ver6.1.2_14041115_1601_DB2019.bak,172.20.20.5,True,False,,,False
125,نسخه پشتيبان خودكار تاريخ 1404/11/15 ساعت 07:59 عـصـر,2026-02-04 19:59:18.650000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-04 20:01:14,1,2026-02-04 20:01:14,AutomaticBackup_Sepidar01_Ver6.1.2_14041115_2001_DB2019.bak,172.20.20.5,True,False,,,False
126,نسخه پشتيبان خودكار تاريخ 1404/11/15 ساعت 11:59 عـصـر,2026-02-04 23:59:18.987000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-05 00:01:15,1,2026-02-05 00:01:15,AutomaticBackup_Sepidar01_Ver6.1.2_14041116_0001_DB2019.bak,172.20.20.5,True,False,,,False
127,نسخه پشتيبان خودكار تاريخ 1404/11/16 ساعت 12:45 عـصـر,2026-02-05 12:45:17.607000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-05 12:47:15,1,2026-02-05 12:47:15,AutomaticBackup_Sepidar01_Ver6.1.2_14041116_1247_DB2019.bak,172.20.20.5,True,False,,,False
128,نسخه پشتيبان تاريخ 1404/11/16 ساعت 01:18 ب.ظ,2026-02-05 13:18:21.990000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-05 13:20:20,1,2026-02-05 13:20:20,Backup_Sepidar01_Ver6.1.2_14041116_1318_DB2019.bak,172.20.20.5,True,False,,,False
129,نسخه پشتيبان خودكار تاريخ 1404/11/18 ساعت 01:57 عـصـر,2026-02-07 13:57:00.810000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-07 13:59:07,1,2026-02-07 13:59:07,AutomaticBackup_Sepidar01_Ver6.1.2_14041118_1359_DB2019.bak,172.20.20.5,True,False,,,False
130,نسخه پشتيبان تاريخ 1404/11/18 ساعت 02:39 ب.ظ,2026-02-07 14:40:04.867000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-07 14:42:11,1,2026-02-07 14:42:11,Backup_Sepidar01_Ver6.1.2_14041118_1439_DB2019.bak,172.20.20.5,True,False,,,False
132,نسخه پشتيبان تاريخ 1404/11/18 ساعت 05:09 ب.ظ,2026-02-07 19:07:53.867000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-07 19:10:01,1,2026-02-07 19:10:01,Backup_Sepidar01_Ver6.1.2_14041118_1709_DB2019.bak,172.20.20.5,True,False,,,False
133,نسخه پشتيبان خودكار تاريخ 1404/11/18 ساعت 06:04 عـصـر,2026-02-07 18:04:27.337000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-07 18:06:34,1,2026-02-07 18:06:34,AutomaticBackup_Sepidar01_Ver6.1.2_14041118_1806_DB2019.bak,172.20.20.5,True,False,,,False
134,نسخه پشتيبان خودكار تاريخ 1404/11/18 ساعت 10:09 عـصـر,2026-02-07 22:09:46.320000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-07 22:11:54,1,2026-02-07 22:11:54,AutomaticBackup_Sepidar01_Ver6.1.2_14041118_2211_DB2019.bak,172.20.20.5,True,False,,,False
135,نسخه پشتيبان خودكار تاريخ 1404/11/19 ساعت 11:08 صـبـح,2026-02-08 11:08:18.047000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-08 11:10:28,1,2026-02-08 11:10:28,AutomaticBackup_Sepidar01_Ver6.1.2_14041119_1110_DB2019.bak,172.20.20.5,True,False,,,False
137,نسخه پشتيبان خودكار تاريخ 1404/11/19 ساعت 06:53 عـصـر,2026-02-08 18:53:07.497000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-08 18:55:19,1,2026-02-08 18:55:19,AutomaticBackup_Sepidar01_Ver6.1.2_14041119_1855_DB2019.bak,172.20.20.5,True,False,,,False
138,نسخه پشتيبان خودكار تاريخ 1404/11/20 ساعت 11:24 صـبـح,2026-02-09 11:24:41.357000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-09 11:26:55,1,2026-02-09 11:26:55,AutomaticBackup_Sepidar01_Ver6.1.2_14041120_1126_DB2019.bak,172.20.20.5,True,False,,,False
140,نسخه پشتيبان تاريخ 1404/11/20 ساعت 11:11 ب.ظ,2026-02-09 23:11:42.710000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-09 23:13:58,1,2026-02-09 23:13:58,Backup_Sepidar01_Ver6.1.2_14041120_2311_DB2019.bak,172.20.20.5,True,False,,,False
141,نسخه پشتيبان خودكار تاريخ 1404/11/21 ساعت 04:18 عـصـر,2026-02-10 16:18:08.367000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-10 16:20:25,1,2026-02-10 16:20:25,AutomaticBackup_Sepidar01_Ver6.1.2_14041121_1620_DB2019.bak,172.20.20.5,True,False,,,False
142,نسخه پشتيبان تاريخ 1404/11/21 ساعت 04:46 ب.ظ,2026-02-10 16:46:54.720000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-10 16:49:11,1,2026-02-10 16:49:11,Backup_Sepidar01_Ver6.1.2_14041121_1646_DB2019.bak,172.20.20.5,True,False,,,False
143,نسخه پشتيبان خودكار تاريخ 1404/11/23 ساعت 10:28 صـبـح,2026-02-12 10:28:26.553000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-12 10:30:47,1,2026-02-12 10:30:47,AutomaticBackup_Sepidar01_Ver6.1.2_14041123_1030_DB2019.bak,172.20.20.5,True,False,,,False
144,نسخه پشتيبان خودكار تاريخ 1404/11/25 ساعت 01:48 عـصـر,2026-02-14 13:48:04.067000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-14 13:50:28,1,2026-02-14 13:50:28,AutomaticBackup_Sepidar01_Ver6.1.2_14041125_1350_DB2019.bak,172.20.20.5,True,False,,,False
145,نسخه پشتيبان خودكار تاريخ 1404/11/25 ساعت 05:48 عـصـر,2026-02-14 17:48:16.023000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-14 17:50:41,1,2026-02-14 17:50:41,AutomaticBackup_Sepidar01_Ver6.1.2_14041125_1750_DB2019.bak,172.20.20.5,True,False,,,False
148,نسخه پشتيبان خودكار تاريخ 1404/11/26 ساعت 05:58 صـبـح,2026-02-15 05:58:16.723000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-15 06:00:43,1,2026-02-15 06:00:43,AutomaticBackup_Sepidar01_Ver6.1.2_14041126_0600_DB2019.bak,172.20.20.5,True,False,,,False
149,نسخه پشتيبان خودكار تاريخ 1404/11/26 ساعت 07:48 صـبـح,2026-02-15 07:48:16.857000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-15 07:50:44,1,2026-02-15 07:50:44,AutomaticBackup_Sepidar01_Ver6.1.2_14041126_0750_DB2019.bak,172.20.20.5,True,False,,,False
150,نسخه پشتيبان خودكار تاريخ 1404/11/26 ساعت 07:58 صـبـح,2026-02-15 07:58:16.867000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-15 08:00:44,1,2026-02-15 08:00:44,AutomaticBackup_Sepidar01_Ver6.1.2_14041126_0800_DB2019.bak,172.20.20.5,True,False,,,False
151,نسخه پشتيبان تاريخ 1404/11/26 ساعت 10:10 ق.ظ,2026-02-15 10:10:58.313000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-15 10:13:26,1,2026-02-15 10:13:26,Backup_Sepidar01_Ver6.1.2_14041126_1010_DB2019.bak,172.20.20.5,True,False,,,False
152,نسخه پشتيبان خودكار تاريخ 1404/11/26 ساعت 12:07 عـصـر,2026-02-15 12:07:55.700000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-15 12:10:23,1,2026-02-15 12:10:23,AutomaticBackup_Sepidar01_Ver6.1.2_14041126_1210_DB2019.bak,172.20.20.5,True,False,,,False
153,نسخه پشتيبان خودكار تاريخ 1404/11/27 ساعت 12:35 عـصـر,2026-02-16 12:35:13.667000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-16 12:37:45,1,2026-02-16 12:37:45,AutomaticBackup_Sepidar01_Ver6.1.2_14041127_1237_DB2019.bak,172.20.20.5,True,False,,,False
154,نسخه پشتيبان خودكار تاريخ 1404/11/27 ساعت 04:41 عـصـر,2026-02-16 16:41:08.190000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-16 16:43:41,1,2026-02-16 16:43:41,AutomaticBackup_Sepidar01_Ver6.1.2_14041127_1643_DB2019.bak,172.20.20.5,True,False,,,False
155,نسخه پشتيبان خودكار تاريخ 1404/11/29 ساعت 09:55 صـبـح,2026-02-18 09:55:27.387000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-18 09:57:45,1,2026-02-18 09:57:45,AutomaticBackup_Sepidar01_Ver6.1.2_14041129_0957_DB2019.bak,172.20.20.5,True,False,,,False
156,نسخه پشتيبان تاريخ 1404/11/29 ساعت 01:09 ب.ظ,2026-02-18 13:09:25.160000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-18 13:12:19,1,2026-02-18 13:12:19,Backup_Sepidar01_Ver6.1.2_14041129_1309_DB2019.bak,172.20.20.5,True,False,,,False
157,نسخه پشتيبان خودكار تاريخ 29/11/1404 ساعت 02:27 ب.ظ,2026-02-18 14:27:34.240000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-18 14:30:28,1,2026-02-18 14:30:28,AutomaticBackup_Sepidar01_Ver6.1.2_14041129_1430_DB2019.bak,172.20.20.5,True,False,,,False
159,نسخه پشتيبان خودكار تاريخ 30/11/1404 ساعت 09:40 ق.ظ,2026-02-19 09:40:56.397000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-19 09:43:53,1,2026-02-19 09:43:53,AutomaticBackup_Sepidar01_Ver6.1.2_14041130_0943_DB2019.bak,172.20.20.5,True,False,,,False
160,نسخه پشتيبان خودكار تاريخ 04/12/1404 ساعت 11:49 ق.ظ,2026-02-23 11:49:58.020000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-23 11:53:04,1,2026-02-23 11:53:04,AutomaticBackup_Sepidar01_Ver6.1.2_14041204_1153_DB2019.bak,172.20.20.5,True,False,,,False
161,نسخه پشتيبان تاريخ 1404/12/04 ساعت 03:36 ب.ظ,2026-02-23 15:36:41.863000,C:\Program Files\Microsoft SQL Server\MSSQL15.SEPIDAR\MSSQL\Backup,,1,1,2026-02-23 15:39:49,1,2026-02-23 15:39:49,Backup_Sepidar01_Ver6.1.2_14041204_1536_DB2019.bak,172.20.20.5,True,False,,,False
162,نسخه پشتيبان خودكار تاريخ 04/12/1404 ساعت 04:05 ب.ظ,2026-02-23 16:05:03.597000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-23 16:08:10,10,2026-02-23 16:08:10,AutomaticBackup_Sepidar01_Ver6.1.2_14041204_1608_DB2019.bak,172.20.20.5,True,False,,,False
163,نسخه پشتيبان تاريخ 1404/12/04 ساعت 05:01 ب.ظ,2026-02-23 17:01:02.200000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-23 17:04:09,10,2026-02-23 17:04:09,Backup_Sepidar01_Ver6.1.2_14041204_1701_DB2019.bak,172.20.20.5,True,False,,,False
164,نسخه پشتيبان تاريخ 1404/12/05 ساعت 11:59 ق.ظ,2026-02-24 11:59:27.957000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-24 12:02:39,1,2026-02-24 12:02:39,Backup_Sepidar01_Ver6.1.2_14041205_1159_DB2019.bak,172.20.20.5,True,False,,,False
165,نسخه پشتيبان خودكار تاريخ 05/12/1404 ساعت 03:32 ب.ظ,2026-02-24 15:32:01.423000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-24 15:35:13,1,2026-02-24 15:35:13,AutomaticBackup_Sepidar01_Ver6.1.2_14041205_1535_DB2019.bak,172.20.20.5,True,False,,,False
166,نسخه پشتيبان تاريخ 1404/12/05 ساعت 04:53 ب.ظ,2026-02-24 16:53:43.117000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,1,2026-02-24 16:56:55,1,2026-02-24 16:56:55,Backup_Sepidar01_Ver6.1.2_14041205_1653_DB2019.bak,172.20.20.5,True,False,,,False
168,نسخه پشتيبان خودكار تاريخ 06/12/1404 ساعت 09:39 ق.ظ,2026-02-25 09:39:38.540000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-25 09:42:52,10,2026-02-25 09:42:52,AutomaticBackup_Sepidar01_Ver6.1.2_14041206_0942_DB2019.bak,172.20.20.5,True,False,,,False
169,نسخه پشتيبان تاريخ 1404/12/06 ساعت 11:59 ق.ظ,2026-02-25 11:59:27.110000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-25 12:02:41,10,2026-02-25 12:02:41,Backup_Sepidar01_Ver6.1.2_14041206_1159_DB2019.bak,172.20.20.5,True,False,,,False
170,نسخه پشتيبان خودكار تاريخ 07/12/1404 ساعت 10:06 ق.ظ,2026-02-26 10:06:23.297000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-26 10:08:57,10,2026-02-26 10:08:57,AutomaticBackup_Sepidar01_Ver6.1.2_14041207_1008_DB2019.bak,172.20.20.5,True,False,,,False
171,نسخه پشتيبان خودكار تاريخ 07/12/1404 ساعت 02:06 ب.ظ,2026-02-26 14:06:22.940000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-26 14:08:57,10,2026-02-26 14:08:57,AutomaticBackup_Sepidar01_Ver6.1.2_14041207_1408_DB2019.bak,172.20.20.5,True,False,,,False
172,نسخه پشتيبان تاريخ 1404/12/07 ساعت 02:59 ب.ظ,2026-02-26 14:59:15.357000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-26 15:01:50,10,2026-02-26 15:01:50,Backup_Sepidar01_Ver6.1.2_14041207_1459_DB2019.bak,172.20.20.5,True,False,,,False
173,نسخه پشتيبان خودكار تاريخ 09/12/1404 ساعت 09:44 ق.ظ,2026-02-28 09:44:17.013000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-28 09:46:55,10,2026-02-28 09:46:55,AutomaticBackup_Sepidar01_Ver6.1.2_14041209_0946_DB2019.bak,172.20.20.5,True,False,,,False
174,نسخه پشتيبان خودكار تاريخ 09/12/1404 ساعت 01:44 ب.ظ,2026-02-28 13:44:16.753000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-28 13:46:55,10,2026-02-28 13:46:55,AutomaticBackup_Sepidar01_Ver6.1.2_14041209_1346_DB2019.bak,172.20.20.5,True,False,,,False
175,نسخه پشتيبان خودكار تاريخ 09/12/1404 ساعت 05:44 ب.ظ,2026-02-28 17:44:17.050000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-28 17:46:56,10,2026-02-28 17:46:56,AutomaticBackup_Sepidar01_Ver6.1.2_14041209_1746_DB2019.bak,172.20.20.5,True,False,,,False
176,نسخه پشتيبان تاريخ 1404/12/09 ساعت 06:18 ب.ظ,2026-02-28 18:18:02.840000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-02-28 18:20:42,10,2026-02-28 18:20:42,Backup_Sepidar01_Ver6.1.2_14041209_1818_DB2019.bak,172.20.20.5,True,False,,,False
177,نسخه پشتيبان خودكار تاريخ 10/12/1404 ساعت 10:23 ق.ظ,2026-03-01 10:23:22.533000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-01 10:26:04,10,2026-03-01 10:26:04,AutomaticBackup_Sepidar01_Ver6.1.2_14041210_1026_DB2019.bak,172.20.20.5,True,False,,,False
178,نسخه پشتيبان خودكار تاريخ 10/12/1404 ساعت 02:29 ب.ظ,2026-03-01 14:29:12.940000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-01 14:31:56,10,2026-03-01 14:31:56,AutomaticBackup_Sepidar01_Ver6.1.2_14041210_1431_DB2019.bak,172.20.20.5,True,False,,,False
179,نسخه پشتيبان تاريخ 1404/12/10 ساعت 05:15 ب.ظ,2026-03-01 17:15:21.890000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-01 17:18:05,10,2026-03-01 17:18:05,Backup_Sepidar01_Ver6.1.2_14041210_1715_DB2019.bak,172.20.20.5,True,False,,,False
181,نسخه پشتيبان خودكار تاريخ 11/12/1404 ساعت 01:38 ب.ظ,2026-03-02 13:38:24.207000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-02 13:41:09,10,2026-03-02 13:41:09,AutomaticBackup_Sepidar01_Ver6.1.2_14041211_1341_DB2019.bak,172.20.20.5,True,False,,,False
182,نسخه پشتيبان خودكار تاريخ 11/12/1404 ساعت 05:38 ب.ظ,2026-03-02 17:38:24.373000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-02 17:41:10,10,2026-03-02 17:41:10,AutomaticBackup_Sepidar01_Ver6.1.2_14041211_1741_DB2019.bak,172.20.20.5,True,False,,,False
183,نسخه پشتيبان تاريخ 1404/12/11 ساعت 06:36 ب.ظ,2026-03-02 18:36:57.803000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-02 18:39:43,10,2026-03-02 18:39:43,Backup_Sepidar01_Ver6.1.2_14041211_1836_DB2019.bak,172.20.20.5,True,False,,,False
184,نسخه پشتيبان خودكار تاريخ 12/12/1404 ساعت 11:50 ق.ظ,2026-03-03 11:50:52.267000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-03 11:53:40,10,2026-03-03 11:53:40,AutomaticBackup_Sepidar01_Ver6.1.2_14041212_1153_DB2019.bak,172.20.20.5,True,False,,,False
185,نسخه پشتيبان تاريخ 1404/12/12 ساعت 12:45 ب.ظ,2026-03-03 12:45:42.957000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,1,10,2026-03-03 12:48:31,10,2026-03-03 12:48:31,Backup_Sepidar01_Ver6.1.2_14041212_1245_DB2019.bak,172.20.20.5,True,False,,,False
188,نسخه پشتيبان تاريخ 1404/12/13 ساعت 04:28 ب.ظ,2026-03-04 16:28:24.530000,E:\,,1,10,2026-03-04 16:31:18,10,2026-03-04 16:31:18,Backup_Sepidar01_Ver6.1.2_14041213_1628_DB2019.bak,172.20.20.5,True,False,,,False
189,نسخه پشتيبان خودكار تاريخ 3/14/2026 ساعت 11:17 AM,2026-03-14 11:17:34.983000,E:\ARIA TARAZ FARDAD\sepidar backup khodkar,,2,10,2026-03-14 11:17:31,10,2026-03-14 11:17:34,AutomaticBackup_Sepidar01_Ver6.1.2_14041223_1117_DB2019.bak,.,False,False,,,False
190,نسخه پشتيبان تاريخ 1404/12/23 ساعت 11:19 ق.ظ,2026-03-14 11:20:03.333000,D:\Sepidar,,5,10,2026-03-14 11:19:30,10,2026-03-14 11:20:04,Backup_Sepidar01_Ver6.1.2_14041223_1119_DB2019.bak,192.168.0.105,False,False,,,False
191,نسخه پشتيبان تاريخ 1404/12/23 ساعت 11:21 ق.ظ,2026-03-14 11:21:11.400000,D:\Sepidar,,1,10,2026-03-14 11:21:11,10,2026-03-14 11:21:11,Backup_Sepidar01_Ver6.1.2_14041223_1121_DB2019.bak,.,True,False,,,False
193,نسخه پشتيبان تاريخ 1404/12/23 ساعت 11:22 ق.ظ,2026-03-14 11:22:59.200000,D:\Sepidar,,1,10,2026-03-14 11:23:00,10,2026-03-14 11:23:00,Backup_Sepidar01_Ver6.1.2_14041223_1122_DB2019.bak,192.168.0.105,True,False,,,False
194,نسخه پشتيبان تاريخ 1404/12/23 ساعت 11:23 ق.ظ,2026-03-14 11:23:07.270000,D:\Sepidar,,1,10,2026-03-14 11:23:08,10,2026-03-14 11:23:08,Backup_Sepidar01_Ver6.1.2_14041223_1123_DB2019.bak,192.168.0.105,True,False,,,False
195,نسخه پشتيبان تاريخ 1404/12/23 ساعت 11:24 ق.ظ,2026-03-14 11:24:07.940000,D:\Sepidar,,1,10,2026-03-14 11:24:08,10,2026-03-14 11:24:08,Backup_Sepidar01_Ver6.1.2_14041223_1124_DB2019.bak,192.168.0.105,True,False,,,False
