ReceiptHeaderId,Type,AccountSlRef,DlRef,Number,Date,CurrencyRef,Description,Description_En,Discount,TotalAmount,ItemType,State,CreatorForm,Creator,CreationDate,LastModifier,LastModificationDate,Version,Rate,CashRef,Amount,AmountInBaseCurrency,FiscalYearRef,VoucherRef,DiscountRate,DiscountInBaseCurrency,TotalAmountInBaseCurrency,Guid,ReceiptAmount
7987,1,799,49,180,2026-04-17 00:00:00,1,بابت فروش 1405/01/27 ماه طلا پديدار فاكتور 13810,بابت فروش 1405/01/27 ماه طلا پديدار فاكتور 13810,0.0000,4800000.0000,8,2,0,11,2026-05-26 12:37:37,11,2026-05-26 13:29:01,2,1.0000000000000000,1,0.0000,0.0000,1,758,1.0000000000000000,0.0000,4800000.0000,,4800000.0000
7988,1,799,41,179,2026-04-17 00:00:00,1,بابت فروش 1405/01/27 رضا شمس فاكتور 13186,بابت فروش 1405/01/27 رضا شمس فاكتور 13186,0.0000,2400000.0000,8,2,0,11,2026-05-26 12:37:38,11,2026-05-26 13:29:01,2,1.0000000000000000,1,0.0000,0.0000,1,758,1.0000000000000000,0.0000,2400000.0000,,2400000.0000
7989,1,799,26,178,2026-04-16 00:00:00,1,بابت فروش 1405/01/27 وجه نقد,بابت فروش 1405/01/27 وجه نقد,0.0000,58600000.0000,1,2,0,11,2026-05-26 12:37:38,11,2026-05-26 13:28:51,2,1.0000000000000000,1,58600000.0000,58600000.0000,1,757,1.0000000000000000,0.0000,58600000.0000,,58600000.0000
7990,1,799,48,177,2026-04-16 00:00:00,1,بابت فروش 1405/01/26 محمد امين مكتوبيان فاكتور 12617,بابت فروش 1405/01/26 محمد امين مكتوبيان فاكتور 12617,0.0000,2160000.0000,8,2,0,11,2026-05-26 12:37:39,11,2026-05-26 13:28:51,2,1.0000000000000000,1,0.0000,0.0000,1,757,1.0000000000000000,0.0000,2160000.0000,,2160000.0000
7991,1,799,26,176,2026-04-15 00:00:00,1,بابت فروش 1405/01/26 وجه نقد,بابت فروش 1405/01/26 وجه نقد,0.0000,11000000.0000,1,2,0,11,2026-05-26 12:37:40,11,2026-05-26 13:28:36,2,1.0000000000000000,1,11000000.0000,11000000.0000,1,756,1.0000000000000000,0.0000,11000000.0000,,11000000.0000
7992,1,799,26,175,2026-04-14 00:00:00,1,بابت فروش 1405/01/25 وجه نقد,بابت فروش 1405/01/25 وجه نقد,0.0000,38000000.0000,1,2,0,11,2026-05-26 12:37:41,11,2026-05-26 13:28:26,2,1.0000000000000000,1,38000000.0000,38000000.0000,1,755,1.0000000000000000,0.0000,38000000.0000,,38000000.0000
7993,1,799,41,174,2026-04-14 00:00:00,1,بابت فروش 1405/01/24 رضا شمس فاكتور 12014,بابت فروش 1405/01/24 رضا شمس فاكتور 12014,0.0000,2160000.0000,8,2,0,11,2026-05-26 12:37:42,11,2026-05-26 13:28:26,2,1.0000000000000000,1,0.0000,0.0000,1,755,1.0000000000000000,0.0000,2160000.0000,,2160000.0000
7994,1,799,26,173,2026-04-13 00:00:00,1,بابت فروش 1405/01/24 وجه نقد,بابت فروش 1405/01/24 وجه نقد,0.0000,8100000.0000,1,2,0,11,2026-05-26 12:37:42,11,2026-05-26 13:28:17,2,1.0000000000000000,1,8100000.0000,8100000.0000,1,754,1.0000000000000000,0.0000,8100000.0000,,8100000.0000
7995,1,799,56,172,2026-04-13 00:00:00,1,بابت فروش 1405/01/23 سپنتا صالحي فاكتور 11204,بابت فروش 1405/01/23 سپنتا صالحي فاكتور 11204,0.0000,3200000.0000,8,2,0,11,2026-05-26 12:37:43,11,2026-05-26 13:28:17,2,1.0000000000000000,1,0.0000,0.0000,1,754,1.0000000000000000,0.0000,3200000.0000,,3200000.0000
7996,1,799,49,171,2026-04-13 00:00:00,1,بابت فروش 1405/01/23 ماه طلا پديدار فاكتور 11133,بابت فروش 1405/01/23 ماه طلا پديدار فاكتور 11133,0.0000,3440000.0000,8,2,0,11,2026-05-26 12:37:44,11,2026-05-26 13:28:17,2,1.0000000000000000,1,0.0000,0.0000,1,754,1.0000000000000000,0.0000,3440000.0000,,3440000.0000
7997,1,799,48,170,2026-04-13 00:00:00,1,بابت فروش 1405/01/23 محمد امين مكتوبيان فاكتور 11427,بابت فروش 1405/01/23 محمد امين مكتوبيان فاكتور 11427,0.0000,5880000.0000,8,2,0,11,2026-05-26 12:37:45,11,2026-05-26 13:28:17,2,1.0000000000000000,1,0.0000,0.0000,1,754,1.0000000000000000,0.0000,5880000.0000,,5880000.0000
7998,1,799,26,169,2026-04-12 00:00:00,1,بابت فروش 1405/01/23 وجه نقد,بابت فروش 1405/01/23 وجه نقد,0.0000,7000000.0000,1,2,0,11,2026-05-26 12:37:46,11,2026-05-26 12:55:09,2,1.0000000000000000,1,7000000.0000,7000000.0000,1,753,1.0000000000000000,0.0000,7000000.0000,,7000000.0000
7999,1,799,41,168,2026-04-12 00:00:00,1,بابت فروش 1405/01/22 رضا شمس فاكتور 10714,بابت فروش 1405/01/22 رضا شمس فاكتور 10714,0.0000,850000.0000,8,2,0,11,2026-05-26 12:37:47,11,2026-05-26 12:55:09,2,1.0000000000000000,1,0.0000,0.0000,1,753,1.0000000000000000,0.0000,850000.0000,,850000.0000
8000,1,799,93,167,2026-04-12 00:00:00,1,بابت فروش 1405/01/22 حافظ زماني فاكتور 10715,بابت فروش 1405/01/22 حافظ زماني فاكتور 10715,0.0000,3100000.0000,8,2,0,11,2026-05-26 12:37:48,11,2026-05-26 12:55:09,2,1.0000000000000000,1,0.0000,0.0000,1,753,1.0000000000000000,0.0000,3100000.0000,,3100000.0000
8001,1,799,26,166,2026-04-11 00:00:00,1,بابت فروش 1405/01/22 وجه نقد,بابت فروش 1405/01/22 وجه نقد,0.0000,22500000.0000,1,2,0,11,2026-05-26 12:37:49,11,2026-05-26 12:54:58,2,1.0000000000000000,1,22500000.0000,22500000.0000,1,752,1.0000000000000000,0.0000,22500000.0000,,22500000.0000
8002,1,799,26,165,2026-04-10 00:00:00,1,بابت فروش 1405/01/21 وجه نقد,بابت فروش 1405/01/21 وجه نقد,0.0000,14700000.0000,1,2,0,11,2026-05-26 12:37:49,11,2026-05-26 12:54:46,2,1.0000000000000000,1,14700000.0000,14700000.0000,1,751,1.0000000000000000,0.0000,14700000.0000,,14700000.0000
8003,1,799,48,164,2026-04-10 00:00:00,1,بابت فروش 1405/01/20 محمد امين مكتوبيان فاكتور 9470,بابت فروش 1405/01/20 محمد امين مكتوبيان فاكتور 9470,0.0000,2150000.0000,8,2,0,11,2026-05-26 12:37:50,11,2026-05-26 12:54:46,2,1.0000000000000000,1,0.0000,0.0000,1,751,1.0000000000000000,0.0000,2150000.0000,,2150000.0000
8004,1,799,26,163,2026-04-09 00:00:00,1,بابت فروش 1405/01/20 وجه نقد,بابت فروش 1405/01/20 وجه نقد,0.0000,5500000.0000,1,2,0,11,2026-05-26 12:37:51,11,2026-05-26 12:54:36,2,1.0000000000000000,1,5500000.0000,5500000.0000,1,750,1.0000000000000000,0.0000,5500000.0000,,5500000.0000
8005,1,799,93,162,2026-04-09 00:00:00,1,بابت فروش 1405/01/19 حافظ زماني فاكتور 9006,بابت فروش 1405/01/19 حافظ زماني فاكتور 9006,0.0000,2850000.0000,8,2,0,11,2026-05-26 12:37:52,11,2026-05-26 12:54:36,2,1.0000000000000000,1,0.0000,0.0000,1,750,1.0000000000000000,0.0000,2850000.0000,,2850000.0000
8006,1,799,41,161,2026-04-09 00:00:00,1,بابت فروش 1405/01/19 رضا شمس فاكتور 9409,بابت فروش 1405/01/19 رضا شمس فاكتور 9409,0.0000,2480000.0000,8,2,0,11,2026-05-26 12:37:53,11,2026-05-26 12:54:36,2,1.0000000000000000,1,0.0000,0.0000,1,750,1.0000000000000000,0.0000,2480000.0000,,2480000.0000
8007,1,799,26,160,2026-04-08 00:00:00,1,بابت فروش 1405/01/19 وجه نقد,بابت فروش 1405/01/19 وجه نقد,0.0000,5700000.0000,1,2,0,11,2026-05-26 12:37:54,11,2026-05-26 12:54:26,2,1.0000000000000000,1,5700000.0000,5700000.0000,1,749,1.0000000000000000,0.0000,5700000.0000,,5700000.0000
8008,1,799,49,159,2026-04-08 00:00:00,1,بابت فروش 1405/01/18 ماه طلا پديدار فاكتور 8958,بابت فروش 1405/01/18 ماه طلا پديدار فاكتور 8958,0.0000,4960000.0000,8,2,0,11,2026-05-26 12:37:55,11,2026-05-26 12:54:26,2,1.0000000000000000,1,0.0000,0.0000,1,749,1.0000000000000000,0.0000,4960000.0000,,4960000.0000
8009,1,799,26,158,2026-04-07 00:00:00,1,بابت فروش 1405/01/18 وجه نقد,بابت فروش 1405/01/18 وجه نقد,0.0000,3000000.0000,1,2,0,11,2026-05-26 12:37:55,11,2026-05-26 12:54:08,2,1.0000000000000000,1,3000000.0000,3000000.0000,1,748,1.0000000000000000,0.0000,3000000.0000,,3000000.0000
8010,1,799,26,157,2026-04-06 00:00:00,1,بابت فروش 1405/01/17 وجه نقد,بابت فروش 1405/01/17 وجه نقد,0.0000,5900000.0000,1,2,0,11,2026-05-26 12:37:56,11,2026-05-26 12:53:53,2,1.0000000000000000,1,5900000.0000,5900000.0000,1,747,1.0000000000000000,0.0000,5900000.0000,,5900000.0000
8011,1,799,48,156,2026-04-05 00:00:00,1,بابت فروش 1405/01/15 محمد امين مكتوبيان فاكتور 7467,بابت فروش 1405/01/15 محمد امين مكتوبيان فاكتور 7467,0.0000,2560000.0000,8,2,0,11,2026-05-26 12:37:57,11,2026-05-26 12:53:44,2,1.0000000000000000,1,0.0000,0.0000,1,746,1.0000000000000000,0.0000,2560000.0000,,2560000.0000
8012,1,799,26,155,2026-04-04 00:00:00,1,بابت فروش 1405/01/15 وجه نقد,بابت فروش 1405/01/15 وجه نقد,0.0000,1000000.0000,1,2,0,11,2026-05-26 12:37:58,11,2026-05-26 12:53:25,2,1.0000000000000000,1,1000000.0000,1000000.0000,1,745,1.0000000000000000,0.0000,1000000.0000,,1000000.0000
8013,1,799,169,154,2026-04-04 00:00:00,1,بابت فروش 1405/01/14 سجاد شيراني فاكتور 7171,بابت فروش 1405/01/14 سجاد شيراني فاكتور 7171,0.0000,9000000.0000,8,2,0,11,2026-05-26 12:37:59,11,2026-05-26 12:53:25,2,1.0000000000000000,1,0.0000,0.0000,1,745,1.0000000000000000,0.0000,9000000.0000,,9000000.0000
8014,1,799,71,153,2026-04-03 00:00:00,1,بابت فروش 1405/01/14 ساناز كيوان داريان فاكتور 6831,بابت فروش 1405/01/14 ساناز كيوان داريان فاكتور 6831,0.0000,2000000.0000,8,2,0,11,2026-05-26 12:38:00,11,2026-05-26 12:53:10,2,1.0000000000000000,1,0.0000,0.0000,1,744,1.0000000000000000,0.0000,2000000.0000,,2000000.0000
8015,1,799,71,152,2026-04-03 00:00:00,1,بابت فروش 1405/01/14 وجه نقد ساناز كيوان داريان فاكتور 6831,بابت فروش 1405/01/14 وجه نقد ساناز كيوان داريان فاكتور 6831,0.0000,500000.0000,1,2,0,11,2026-05-26 12:38:00,11,2026-05-26 12:53:10,2,1.0000000000000000,1,500000.0000,500000.0000,1,744,1.0000000000000000,0.0000,500000.0000,,500000.0000
8016,1,799,26,151,2026-04-03 00:00:00,1,بابت فروش 1405/01/14 وجه نقد,بابت فروش 1405/01/14 وجه نقد,0.0000,11300000.0000,1,2,0,11,2026-05-26 12:38:01,11,2026-05-26 12:53:10,2,1.0000000000000000,1,11300000.0000,11300000.0000,1,744,1.0000000000000000,0.0000,11300000.0000,,11300000.0000
8017,1,799,26,150,2026-04-02 00:00:00,1,بابت فروش 1405/01/13 وجه نقد,بابت فروش 1405/01/13 وجه نقد,0.0000,500000.0000,1,2,0,11,2026-05-26 12:38:02,11,2026-05-26 12:52:55,2,1.0000000000000000,1,500000.0000,500000.0000,1,743,1.0000000000000000,0.0000,500000.0000,,500000.0000
8018,1,799,47,149,2026-04-02 00:00:00,1,بابت فروش 1405/01/12 متين شمس فاكتور 6236,بابت فروش 1405/01/12 متين شمس فاكتور 6236,0.0000,2400000.0000,8,2,0,11,2026-05-26 12:38:03,11,2026-05-26 12:52:55,2,1.0000000000000000,1,0.0000,0.0000,1,743,1.0000000000000000,0.0000,2400000.0000,,2400000.0000
8019,1,799,27,148,2026-04-02 00:00:00,1,بابت فروش 1405/01/12 مهدي موسوي فاكتور 6321,بابت فروش 1405/01/12 مهدي موسوي فاكتور 6321,0.0000,3200000.0000,8,2,0,11,2026-05-26 12:38:04,11,2026-05-26 12:52:55,2,1.0000000000000000,1,0.0000,0.0000,1,743,1.0000000000000000,0.0000,3200000.0000,,3200000.0000
8020,1,799,54,147,2026-04-02 00:00:00,1,بابت فروش 1405/01/12 احمد امامي فاكتور 6197,بابت فروش 1405/01/12 احمد امامي فاكتور 6197,0.0000,3200000.0000,8,2,0,11,2026-05-26 12:38:05,11,2026-05-26 12:52:55,2,1.0000000000000000,1,0.0000,0.0000,1,743,1.0000000000000000,0.0000,3200000.0000,,3200000.0000
8021,1,799,41,146,2026-04-01 00:00:00,1,بابت فروش 1405/01/12 رضا شمس فاكتور 6168,بابت فروش 1405/01/12 رضا شمس فاكتور 6168,0.0000,2400000.0000,8,2,0,11,2026-05-26 12:38:05,11,2026-05-26 12:52:32,2,1.0000000000000000,1,0.0000,0.0000,1,742,1.0000000000000000,0.0000,2400000.0000,,2400000.0000
8022,1,799,164,145,2026-04-01 00:00:00,1,بابت فروش 1405/01/12 شميم فتاحي فاكتور 5878,بابت فروش 1405/01/12 شميم فتاحي فاكتور 5878,0.0000,100000.0000,1,2,0,11,2026-05-26 12:38:06,11,2026-05-26 12:52:32,2,1.0000000000000000,1,100000.0000,100000.0000,1,742,1.0000000000000000,0.0000,100000.0000,,100000.0000
8023,1,799,26,144,2026-04-01 00:00:00,1,بابت فروش 1405/01/12 وجه نقد,بابت فروش 1405/01/12 وجه نقد,0.0000,13000000.0000,1,2,0,11,2026-05-26 12:38:07,11,2026-05-26 12:52:32,2,1.0000000000000000,1,13000000.0000,13000000.0000,1,742,1.0000000000000000,0.0000,13000000.0000,,13000000.0000
8024,1,799,164,143,2026-04-01 00:00:00,1,بابت فروش 1405/01/11 شميم فتاحي فاكتور 2708,بابت فروش 1405/01/11 شميم فتاحي فاكتور 2708,0.0000,100000.0000,8,2,0,11,2026-05-26 12:38:08,11,2026-05-26 12:52:32,2,1.0000000000000000,1,0.0000,0.0000,1,742,1.0000000000000000,0.0000,100000.0000,,100000.0000
8025,1,799,45,142,2026-04-01 00:00:00,1,بابت فروش 1405/01/11 محمد حاتمي فاكتور 5476,بابت فروش 1405/01/11 محمد حاتمي فاكتور 5476,0.0000,10800000.0000,8,2,0,11,2026-05-26 12:38:09,11,2026-05-26 12:52:32,2,1.0000000000000000,1,0.0000,0.0000,1,742,1.0000000000000000,0.0000,10800000.0000,,10800000.0000
8026,1,799,26,141,2026-03-31 00:00:00,1,بابت فروش 1405/01/11 وجه نقد,بابت فروش 1405/01/11 وجه نقد,0.0000,24300000.0000,1,2,0,11,2026-05-26 12:38:09,11,2026-05-26 12:52:05,2,1.0000000000000000,1,24300000.0000,24300000.0000,1,741,1.0000000000000000,0.0000,24300000.0000,,24300000.0000
8027,1,799,88,140,2026-03-31 00:00:00,1,بابت فروش 1405/01/10 بهزاد فاضلي فاكتور 4847,بابت فروش 1405/01/10 بهزاد فاضلي فاكتور 4847,0.0000,360000.0000,8,2,0,11,2026-05-26 12:38:10,11,2026-05-26 12:52:05,2,1.0000000000000000,1,0.0000,0.0000,1,741,1.0000000000000000,0.0000,360000.0000,,360000.0000
8028,1,799,26,139,2026-03-30 00:00:00,1,بابت فروش 1405/01/10 وجه نقد,بابت فروش 1405/01/10 وجه نقد,0.0000,9400000.0000,1,2,0,11,2026-05-26 12:38:11,11,2026-05-26 12:51:51,2,1.0000000000000000,1,9400000.0000,9400000.0000,1,740,1.0000000000000000,0.0000,9400000.0000,,9400000.0000
8029,1,799,26,194,2026-04-22 00:00:00,1,بابت فروش 1405/02/01,بابت فروش 1405/02/01,0.0000,2419160000.0000,8,2,0,11,2026-05-26 13:35:22,11,2026-06-14 15:30:31,3,1.0000000000000000,1,0.0000,0.0000,1,921,1.0000000000000000,0.0000,2419160000.0000,,2419160000.0000
8030,1,799,26,195,2026-04-23 00:00:00,1,بابت فروش 1405/02/02,بابت فروش 1405/02/02,0.0000,3056460000.0000,8,2,0,11,2026-05-26 13:35:23,11,2026-06-15 09:42:13,3,1.0000000000000000,1,0.0000,0.0000,1,927,1.0000000000000000,0.0000,3056460000.0000,,3056460000.0000
8031,1,799,26,196,2026-04-24 00:00:00,1,بابت فروش 1405/02/03,بابت فروش 1405/02/03,0.0000,4323810000.0000,8,2,0,11,2026-05-26 13:35:24,11,2026-06-15 10:50:17,3,1.0000000000000000,1,0.0000,0.0000,1,934,1.0000000000000000,0.0000,4323810000.0000,,4323810000.0000
8032,1,799,26,197,2026-04-25 00:00:00,1,بابت فروش 1405/02/04,بابت فروش 1405/02/04,0.0000,4048550000.0000,8,2,0,11,2026-05-26 13:35:25,11,2026-06-15 13:32:09,3,1.0000000000000000,1,0.0000,0.0000,1,943,1.0000000000000000,0.0000,4048550000.0000,,4048550000.0000
8033,1,799,26,198,2026-04-26 00:00:00,1,بابت فروش 1405/02/05,بابت فروش 1405/02/05,0.0000,2086215000.0000,8,2,0,11,2026-05-26 13:35:25,11,2026-06-15 15:04:02,3,1.0000000000000000,1,0.0000,0.0000,1,951,1.0000000000000000,0.0000,2086215000.0000,,2086215000.0000
8034,1,799,26,199,2026-04-27 00:00:00,1,بابت فروش 1405/02/06,بابت فروش 1405/02/06,0.0000,2512500000.0000,8,2,0,11,2026-05-26 13:35:26,11,2026-06-15 16:30:57,3,1.0000000000000000,1,0.0000,0.0000,1,956,1.0000000000000000,0.0000,2512500000.0000,,2512500000.0000
8035,1,799,26,200,2026-04-28 00:00:00,1,بابت فروش 1405/02/07,بابت فروش 1405/02/07,0.0000,2467525000.0000,8,2,0,11,2026-05-26 13:35:27,11,2026-06-16 12:27:38,3,1.0000000000000000,1,0.0000,0.0000,1,968,1.0000000000000000,0.0000,2467525000.0000,,2467525000.0000
8036,1,799,26,201,2026-04-29 00:00:00,1,بابت فروش 1405/02/08,بابت فروش 1405/02/08,0.0000,1543780000.0000,8,2,0,11,2026-05-26 13:35:29,11,2026-06-22 14:14:42,4,1.0000000000000000,1,0.0000,0.0000,1,1046,1.0000000000000000,0.0000,1543780000.0000,,1543780000.0000
8037,1,799,26,202,2026-04-30 00:00:00,1,بابت فروش 1405/02/09,بابت فروش 1405/02/09,0.0000,1730260000.0000,8,2,0,11,2026-05-26 13:35:34,11,2026-06-16 16:08:39,2,1.0000000000000000,1,0.0000,0.0000,1,978,1.0000000000000000,0.0000,1730260000.0000,,1730260000.0000
8038,1,799,26,203,2026-05-01 00:00:00,1,بابت فروش 1405/02/10,بابت فروش 1405/02/10,0.0000,2399205000.0000,8,2,0,11,2026-05-26 13:35:35,11,2026-06-16 16:34:45,2,1.0000000000000000,1,0.0000,0.0000,1,981,1.0000000000000000,0.0000,2399205000.0000,,2399205000.0000
8039,1,799,26,204,2026-05-02 00:00:00,1,بابت فروش 1405/02/11,بابت فروش 1405/02/11,0.0000,2572035000.0000,8,2,0,11,2026-05-26 13:35:36,11,2026-06-17 13:31:02,2,1.0000000000000000,1,0.0000,0.0000,1,988,1.0000000000000000,0.0000,2572035000.0000,,2572035000.0000
8040,1,799,26,205,2026-05-03 00:00:00,1,بابت فروش 1405/02/12,بابت فروش 1405/02/12,0.0000,1273455000.0000,8,2,0,11,2026-05-26 13:35:37,11,2026-06-17 15:18:43,2,1.0000000000000000,1,0.0000,0.0000,1,992,1.0000000000000000,0.0000,1273455000.0000,,1273455000.0000
8041,1,799,26,206,2026-05-04 00:00:00,1,بابت فروش 1405/02/13,بابت فروش 1405/02/13,0.0000,1522370000.0000,8,2,0,11,2026-05-26 13:35:38,11,2026-06-17 15:43:07,2,1.0000000000000000,1,0.0000,0.0000,1,996,1.0000000000000000,0.0000,1522370000.0000,,1522370000.0000
8042,1,799,26,207,2026-05-05 00:00:00,1,بابت فروش 1405/02/14,بابت فروش 1405/02/14,0.0000,1520065000.0000,8,2,0,11,2026-05-26 13:35:39,11,2026-06-20 11:03:48,3,1.0000000000000000,1,0.0000,0.0000,1,1000,1.0000000000000000,0.0000,1520065000.0000,,1520065000.0000
8043,1,799,26,208,2026-05-06 00:00:00,1,بابت فروش 1405/02/15,بابت فروش 1405/02/15,0.0000,1370940000.0000,8,2,0,11,2026-05-26 13:35:40,11,2026-06-20 12:12:13,2,1.0000000000000000,1,0.0000,0.0000,1,1004,1.0000000000000000,0.0000,1370940000.0000,,1370940000.0000
8044,1,799,26,209,2026-05-07 00:00:00,1,بابت فروش 1405/02/16,بابت فروش 1405/02/16,0.0000,2928435000.0000,8,2,0,11,2026-05-26 13:35:41,11,2026-06-20 14:29:57,3,1.0000000000000000,1,0.0000,0.0000,1,1009,1.0000000000000000,0.0000,2928435000.0000,,2928435000.0000
8045,1,799,26,210,2026-05-08 00:00:00,1,بابت فروش 1405/02/17,بابت فروش 1405/02/17,0.0000,2696780000.0000,8,2,0,11,2026-05-26 13:35:42,11,2026-06-20 15:01:18,2,1.0000000000000000,1,0.0000,0.0000,1,1014,1.0000000000000000,0.0000,2696780000.0000,,2696780000.0000
8046,1,799,26,211,2026-05-09 00:00:00,1,بابت فروش 1405/02/18,بابت فروش 1405/02/18,0.0000,2713015000.0000,8,2,0,11,2026-05-26 13:35:42,11,2026-06-22 14:06:22,2,1.0000000000000000,1,0.0000,0.0000,1,1043,1.0000000000000000,0.0000,2713015000.0000,,2713015000.0000
8047,1,799,26,212,2026-05-10 00:00:00,1,بابت فروش 1405/02/19,بابت فروش 1405/02/19,0.0000,1547955000.0000,8,2,0,11,2026-05-26 13:35:43,11,2026-06-22 14:49:38,2,1.0000000000000000,1,0.0000,0.0000,1,1049,1.0000000000000000,0.0000,1547955000.0000,,1547955000.0000
8048,1,799,26,213,2026-05-11 00:00:00,1,بابت فروش 1405/02/20,بابت فروش 1405/02/20,0.0000,1624165000.0000,8,2,0,11,2026-05-26 13:35:44,11,2026-06-23 11:14:06,2,1.0000000000000000,1,0.0000,0.0000,1,1055,1.0000000000000000,0.0000,1624165000.0000,,1624165000.0000
8049,1,799,26,214,2026-05-12 00:00:00,1,بابت فروش 1405/02/21,بابت فروش 1405/02/21,0.0000,1704890000.0000,8,2,0,11,2026-05-26 13:35:45,11,2026-06-23 14:01:16,2,1.0000000000000000,1,0.0000,0.0000,1,1064,1.0000000000000000,0.0000,1704890000.0000,,1704890000.0000
8050,1,799,26,215,2026-05-13 00:00:00,1,بابت فروش 1405/02/22,بابت فروش 1405/02/22,0.0000,1707355000.0000,8,2,0,11,2026-05-26 13:35:46,11,2026-06-24 10:43:22,2,1.0000000000000000,1,0.0000,0.0000,1,1073,1.0000000000000000,0.0000,1707355000.0000,,1707355000.0000
8051,1,799,26,216,2026-05-14 00:00:00,1,بابت فروش 1405/02/23,بابت فروش 1405/02/23,0.0000,1833165000.0000,8,2,0,11,2026-05-26 13:35:47,11,2026-06-24 11:39:50,2,1.0000000000000000,1,0.0000,0.0000,1,1077,1.0000000000000000,0.0000,1833165000.0000,,1833165000.0000
8052,1,799,26,217,2026-05-15 00:00:00,1,بابت فروش 1405/02/24,بابت فروش 1405/02/24,0.0000,2564210000.0000,8,2,0,11,2026-05-26 13:35:48,11,2026-06-24 13:43:25,2,1.0000000000000000,1,0.0000,0.0000,1,1081,1.0000000000000000,0.0000,2564210000.0000,,2564210000.0000
8053,1,799,26,218,2026-05-16 00:00:00,1,بابت فروش 1405/02/25,بابت فروش 1405/02/25,0.0000,2653210000.0000,8,2,0,11,2026-05-26 13:35:49,11,2026-06-24 14:23:30,2,1.0000000000000000,1,0.0000,0.0000,1,1085,1.0000000000000000,0.0000,2653210000.0000,,2653210000.0000
8054,1,799,26,219,2026-05-17 00:00:00,1,بابت فروش 1405/02/26,بابت فروش 1405/02/26,0.0000,1507110000.0000,8,2,0,11,2026-05-26 13:35:50,11,2026-06-24 15:26:58,2,1.0000000000000000,1,0.0000,0.0000,1,1089,1.0000000000000000,0.0000,1507110000.0000,,1507110000.0000
8055,1,799,26,220,2026-05-18 00:00:00,1,بابت فروش 1405/02/27,بابت فروش 1405/02/27,0.0000,1221310000.0000,8,2,0,11,2026-05-26 13:35:51,11,2026-06-27 11:51:40,2,1.0000000000000000,1,0.0000,0.0000,1,1093,1.0000000000000000,0.0000,1221310000.0000,,1221310000.0000
8056,1,799,26,221,2026-05-19 00:00:00,1,بابت فروش 1405/02/28,بابت فروش 1405/02/28,0.0000,2007255000.0000,8,2,0,11,2026-05-26 13:35:52,11,2026-06-27 14:43:48,2,1.0000000000000000,1,0.0000,0.0000,1,1099,1.0000000000000000,0.0000,2007255000.0000,,2007255000.0000
8057,1,799,26,222,2026-05-20 00:00:00,1,بابت فروش 1405/02/29,بابت فروش 1405/02/29,0.0000,1840530000.0000,8,2,0,11,2026-05-26 13:35:53,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,1840530000.0000,,1840530000.0000
8058,1,799,26,223,2026-05-21 00:00:00,1,بابت فروش 1405/02/30,بابت فروش 1405/02/30,0.0000,2082045000.0000,8,2,0,11,2026-05-26 13:35:53,11,2026-06-27 16:03:56,2,1.0000000000000000,1,0.0000,0.0000,1,1108,1.0000000000000000,0.0000,2082045000.0000,,2082045000.0000
8060,32,789,156,40,2026-04-23 00:00:00,1,انتقالي از پارسيان به ملت 890,انتقالي از پارسيان به ملت 890,0.0000,1800000000.0000,8,1,4,11,2026-05-26 16:20:44,11,2026-05-26 16:20:44,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,1800000000.0000,,1800000000.0000
8061,32,789,133,41,2026-04-29 00:00:00,1,انتقالي از پارسيان به پارسيان پس انداز,انتقالي از پارسيان به پارسيان پس انداز,0.0000,2000000000.0000,8,1,4,11,2026-05-26 16:46:13,11,2026-05-26 16:46:13,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8062,32,789,133,42,2026-05-02 00:00:00,1,انتقالي از پارسيان به شهر 6004,انتقالي از پارسيان به شهر 6004,0.0000,250000000.0000,8,1,4,11,2026-05-26 16:57:14,11,2026-05-26 16:57:14,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,250000000.0000,,250000000.0000
8063,32,789,133,43,2026-05-09 00:00:00,1,انتقالي از پارسيان به پارسيان پس انداز,انتقالي از پارسيان به پارسيان پس انداز,0.0000,3020000000.0000,8,1,4,11,2026-05-26 17:42:53,11,2026-05-26 17:42:53,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,3020000000.0000,,3020000000.0000
8065,32,789,133,44,2026-05-11 00:00:00,1,انتقالي از پارسيان به ملي 4002,انتقالي از پارسيان به ملي 4002,0.0000,4000000000.0000,8,1,4,11,2026-05-30 12:25:33,11,2026-05-30 12:25:33,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,4000000000.0000,,4000000000.0000
8066,32,789,133,45,2026-05-11 00:00:00,1,انتقالي از پارسيان به ملي 4002,انتقالي از پارسيان به ملي 4002,0.0000,1500000000.0000,8,1,4,11,2026-05-30 12:26:46,11,2026-05-30 12:26:46,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,1500000000.0000,,1500000000.0000
